ontology	GO_id	description
BP	GO:0019383	(+)-camphor catabolic process
BP	GO:0019385	methanogenesis, from acetate
BP	GO:0019386	methanogenesis, from carbon dioxide
BP	GO:0019388	galactose catabolic process
BP	GO:0019389	glucuronoside metabolic process
BP	GO:0019391	glucuronoside catabolic process
BP	GO:0019392	glucarate metabolic process
BP	GO:0019394	glucarate catabolic process
BP	GO:0019395	fatty acid oxidation
BP	GO:0019396	gallate catabolic process
BP	GO:0019400	alditol metabolic process
BP	GO:0019401	alditol biosynthetic process
BP	GO:0019402	galactitol metabolic process
BP	GO:0019404	galactitol catabolic process
BP	GO:0019405	alditol catabolic process
BP	GO:0019406	hexitol biosynthetic process
BP	GO:0019407	hexitol catabolic process
BP	GO:0019408	dolichol biosynthetic process
BP	GO:0019410	aerobic respiration, using carbon monoxide as electron donor
BP	GO:0019411	aerobic respiration, using ferrous ions as electron donor
BP	GO:0019413	acetate biosynthetic process
BP	GO:0019417	sulfur oxidation
BP	GO:0019418	sulfide oxidation
BP	GO:0019419	sulfate reduction
BP	GO:0019420	dissimilatory sulfate reduction
BP	GO:0019426	bisulfite reduction
BP	GO:0019427	acetyl-CoA biosynthetic process from acetate
BP	GO:0019428	allantoin biosynthetic process
BP	GO:0019430	removal of superoxide radicals
BP	GO:0019432	triglyceride biosynthetic process
BP	GO:0019433	triglyceride catabolic process
BP	GO:0019438	aromatic compound biosynthetic process
BP	GO:0019439	aromatic compound catabolic process
BP	GO:0019441	tryptophan catabolic process to kynurenine
BP	GO:0019442	tryptophan catabolic process to acetyl-CoA
BP	GO:0019447	D-cysteine catabolic process
BP	GO:0019448	L-cysteine catabolic process
BP	GO:0019450	L-cysteine catabolic process to pyruvate
BP	GO:0019464	glycine decarboxylation via glycine cleavage system
BP	GO:0019469	octopine catabolic process
BP	GO:0019470	4-hydroxyproline catabolic process
BP	GO:0019471	4-hydroxyproline metabolic process
BP	GO:0019474	L-lysine catabolic process to acetyl-CoA
BP	GO:0019475	L-lysine catabolic process to acetate
BP	GO:0019477	L-lysine catabolic process
BP	GO:0019478	D-amino acid catabolic process
BP	GO:0019480	L-alanine oxidation to pyruvate via D-alanine
BP	GO:0019482	beta-alanine metabolic process
BP	GO:0019483	beta-alanine biosynthetic process
BP	GO:0019489	methylgallate metabolic process
BP	GO:0019491	ectoine biosynthetic process
BP	GO:0019492	proline salvage
BP	GO:0019493	arginine catabolic process to proline
BP	GO:0019496	serine-isocitrate lyase pathway
BP	GO:0019497	hexachlorocyclohexane metabolic process
BP	GO:0019499	cyanide metabolic process
BP	GO:0019500	cyanide catabolic process
BP	GO:0019502	stachydrine metabolic process
BP	GO:0019504	stachydrine catabolic process
BP	GO:0019505	resorcinol metabolic process
BP	GO:0019509	L-methionine salvage from methylthioadenosine
BP	GO:0019510	S-adenosylhomocysteine catabolic process
BP	GO:0019511	peptidyl-proline hydroxylation
BP	GO:0019512	lactose catabolic process via tagatose-6-phosphate
BP	GO:0019516	lactate oxidation
BP	GO:0019518	L-threonine catabolic process to glycine
BP	GO:0019519	pentitol metabolic process
BP	GO:0019520	aldonic acid metabolic process
BP	GO:0019521	D-gluconate metabolic process
BP	GO:0019523	L-idonate metabolic process
BP	GO:0019527	pentitol catabolic process
BP	GO:0019529	taurine catabolic process
BP	GO:0019530	taurine metabolic process
BP	GO:0019532	oxalate transport
BP	GO:0019533	cellobiose transport
BP	GO:0019536	vibriobactin metabolic process
BP	GO:0019537	vibriobactin biosynthetic process
BP	GO:0019538	protein metabolic process
BP	GO:0019540	siderophore biosynthetic process from catechol
BP	GO:0019541	propionate metabolic process
BP	GO:0019543	propionate catabolic process
BP	GO:0019544	arginine catabolic process to glutamate
BP	GO:0019545	arginine catabolic process to succinate
BP	GO:0019546	arginine deiminase pathway
BP	GO:0019547	arginine catabolic process to ornithine
BP	GO:0019551	glutamate catabolic process to 2-oxoglutarate
BP	GO:0019552	glutamate catabolic process via 2-hydroxyglutarate
BP	GO:0019553	glutamate catabolic process via L-citramalate
BP	GO:0019556	histidine catabolic process to glutamate and formamide
BP	GO:0019557	histidine catabolic process to glutamate and formate
BP	GO:0019563	glycerol catabolic process
BP	GO:0019564	aerobic glycerol catabolic process
BP	GO:0019566	arabinose metabolic process
BP	GO:0019568	arabinose catabolic process
BP	GO:0019569	L-arabinose catabolic process to xylulose 5-phosphate
BP	GO:0019570	L-arabinose catabolic process to 2-oxoglutarate
BP	GO:0019571	D-arabinose catabolic process
BP	GO:0019572	L-arabinose catabolic process
BP	GO:0019577	aldaric acid metabolic process
BP	GO:0019579	aldaric acid catabolic process
BP	GO:0019580	galactarate metabolic process
BP	GO:0019583	galactonate metabolic process
BP	GO:0019584	galactonate catabolic process
BP	GO:0019585	glucuronate metabolic process
BP	GO:0019586	galacturonate metabolic process
BP	GO:0019588	anaerobic glycerol catabolic process
BP	GO:0019592	mannitol catabolic process
BP	GO:0019594	mannitol metabolic process
BP	GO:0019595	non-phosphorylated glucose catabolic process
BP	GO:0019596	mandelate catabolic process
BP	GO:0019605	butyrate metabolic process
BP	GO:0019607	phenylethylamine catabolic process
BP	GO:0019608	nicotine catabolic process
BP	GO:0019614	catechol-containing compound catabolic process
BP	GO:0019617	protocatechuate catabolic process, meta-cleavage
BP	GO:0019619	3,4-dihydroxybenzoate catabolic process
BP	GO:0019622	3-(3-hydroxy)phenylpropionate catabolic process
BP	GO:0019624	atrazine catabolic process to isopropylamine
BP	GO:0019626	short-chain fatty acid catabolic process
BP	GO:0019627	urea metabolic process
BP	GO:0019628	urate catabolic process
BP	GO:0019629	propionate catabolic process, 2-methylcitrate cycle
BP	GO:0019630	quinate metabolic process
BP	GO:0019631	quinate catabolic process
BP	GO:0019632	shikimate metabolic process
BP	GO:0019634	organic phosphonate metabolic process
BP	GO:0019636	phosphonoacetate metabolic process
BP	GO:0019637	organophosphate metabolic process
BP	GO:0019645	anaerobic electron transport chain
BP	GO:0019646	aerobic electron transport chain
BP	GO:0019647	formaldehyde assimilation via ribulose monophosphate cycle
BP	GO:0019649	formaldehyde assimilation
BP	GO:0019652	lactate fermentation to propionate and acetate
BP	GO:0019655	glycolytic fermentation to ethanol
BP	GO:0019657	glycolytic fermentation to propionate
BP	GO:0019660	glycolytic fermentation
BP	GO:0019662	non-glycolytic fermentation
BP	GO:0019664	mixed acid fermentation
BP	GO:0019665	anaerobic amino acid catabolic process
BP	GO:0019666	nitrogenous compound fermentation
BP	GO:0019670	anaerobic glutamate catabolic process
BP	GO:0019673	GDP-mannose metabolic process
BP	GO:0019674	NAD metabolic process
BP	GO:0019676	ammonia assimilation cycle
BP	GO:0019677	NAD catabolic process
BP	GO:0019678	propionate metabolic process, methylmalonyl pathway
BP	GO:0019679	propionate metabolic process, methylcitrate cycle
BP	GO:0019682	glyceraldehyde-3-phosphate metabolic process
BP	GO:0019684	photosynthesis, light reaction
BP	GO:0019685	photosynthesis, dark reaction
BP	GO:0019686	purine nucleoside interconversion
BP	GO:0019692	deoxyribose phosphate metabolic process
BP	GO:0019693	ribose phosphate metabolic process
BP	GO:0019694	alkanesulfonate metabolic process
BP	GO:0019695	choline metabolic process
BP	GO:0019698	D-galacturonate catabolic process
BP	GO:0019700	organic phosphonate catabolic process
BP	GO:0019720	Mo-molybdopterin cofactor metabolic process
BP	GO:0019722	calcium-mediated signaling
BP	GO:0019724	B cell mediated immunity
BP	GO:0019725	cellular homeostasis
BP	GO:0019730	antimicrobial humoral response
BP	GO:0019731	antibacterial humoral response
BP	GO:0019740	nitrogen utilization
BP	GO:0019742	pentacyclic triterpenoid metabolic process
BP	GO:0019744	hopanoid metabolic process
BP	GO:0019745	pentacyclic triterpenoid biosynthetic process
BP	GO:0019746	hopanoid biosynthetic process
BP	GO:0019747	regulation of isoprenoid metabolic process
BP	GO:0019748	secondary metabolic process
BP	GO:0019750	chloroplast localization
BP	GO:0019751	polyol metabolic process
BP	GO:0019752	carboxylic acid metabolic process
BP	GO:0019755	one-carbon compound transport
BP	GO:0019757	glycosinolate metabolic process
BP	GO:0019758	glycosinolate biosynthetic process
BP	GO:0019760	glucosinolate metabolic process
BP	GO:0019761	glucosinolate biosynthetic process
BP	GO:0019800	peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan
BP	GO:0019805	quinolinate biosynthetic process
BP	GO:0019827	stem cell population maintenance
BP	GO:0019835	cytolysis
BP	GO:0019836	hemolysis by symbiont of host erythrocytes
BP	GO:0019852	L-ascorbic acid metabolic process
BP	GO:0019853	L-ascorbic acid biosynthetic process
BP	GO:0019854	L-ascorbic acid catabolic process
BP	GO:0019856	pyrimidine nucleobase biosynthetic process
BP	GO:0019858	cytosine metabolic process
BP	GO:0019859	thymine metabolic process
BP	GO:0019860	uracil metabolic process
BP	GO:0019872	streptomycin biosynthetic process
BP	GO:0019876	nylon catabolic process
BP	GO:0019877	diaminopimelate biosynthetic process
BP	GO:0019878	lysine biosynthetic process via aminoadipic acid
BP	GO:0019882	antigen processing and presentation
BP	GO:0019884	antigen processing and presentation of exogenous antigen
BP	GO:0019889	pteridine metabolic process
BP	GO:0019915	lipid storage
BP	GO:0019918	peptidyl-arginine methylation, to symmetrical-dimethyl arginine
BP	GO:0019919	peptidyl-arginine methylation, to asymmetrical-dimethyl arginine
BP	GO:0019922	protein-chromophore linkage via peptidyl-cysteine
BP	GO:0019932	second-messenger-mediated signaling
BP	GO:0019933	cAMP-mediated signaling
BP	GO:0019934	cGMP-mediated signaling
BP	GO:0019935	cyclic-nucleotide-mediated signaling
BP	GO:0019941	modification-dependent protein catabolic process
BP	GO:0019953	sexual reproduction
BP	GO:0019954	asexual reproduction
BP	GO:0019985	translesion synthesis
BP	GO:0019988	charged-tRNA amino acid modification
BP	GO:0020012	evasion or tolerance of host immune response
BP	GO:0020027	hemoglobin metabolic process
BP	GO:0020033	antigenic variation
BP	GO:0021510	spinal cord development
BP	GO:0021515	cell differentiation in spinal cord
BP	GO:0021517	ventral spinal cord development
BP	GO:0021522	spinal cord motor neuron differentiation
BP	GO:0021536	diencephalon development
BP	GO:0021537	telencephalon development
BP	GO:0021543	pallium development
BP	GO:0021544	subpallium development
BP	GO:0021545	cranial nerve development
BP	GO:0021549	cerebellum development
BP	GO:0021550	medulla oblongata development
BP	GO:0021564	vagus nerve development
BP	GO:0021575	hindbrain morphogenesis
BP	GO:0021675	nerve development
BP	GO:0021680	cerebellar Purkinje cell layer development
BP	GO:0021695	cerebellar cortex development
BP	GO:0021700	developmental maturation
BP	GO:0021744	dorsal motor nucleus of vagus nerve development
BP	GO:0021756	striatum development
BP	GO:0021761	limbic system development
BP	GO:0021762	substantia nigra development
BP	GO:0021766	hippocampus development
BP	GO:0021768	nucleus accumbens development
BP	GO:0021782	glial cell development
BP	GO:0021783	preganglionic parasympathetic fiber development
BP	GO:0021794	thalamus development
BP	GO:0021854	hypothalamus development
BP	GO:0021895	cerebral cortex neuron differentiation
BP	GO:0021915	neural tube development
BP	GO:0021953	central nervous system neuron differentiation
BP	GO:0021954	central nervous system neuron development
BP	GO:0021983	pituitary gland development
BP	GO:0021987	cerebral cortex development
BP	GO:0022008	neurogenesis
BP	GO:0022010	central nervous system myelination
BP	GO:0022011	myelination in peripheral nervous system
BP	GO:0022037	metencephalon development
BP	GO:0022402	cell cycle process
BP	GO:0022404	molting cycle process
BP	GO:0022406	membrane docking
BP	GO:0022407	regulation of cell-cell adhesion
BP	GO:0022408	negative regulation of cell-cell adhesion
BP	GO:0022409	positive regulation of cell-cell adhesion
BP	GO:0022410	circadian sleep/wake cycle process
BP	GO:0022411	cellular component disassembly
BP	GO:0022412	cellular process involved in reproduction in multicellular organism
BP	GO:0022413	reproductive process in single-celled organism
BP	GO:0022414	reproductive process
BP	GO:0022417	protein maturation by protein folding
BP	GO:0022600	digestive system process
BP	GO:0022602	ovulation cycle process
BP	GO:0022603	regulation of anatomical structure morphogenesis
BP	GO:0022604	regulation of cell morphogenesis
BP	GO:0022607	cellular component assembly
BP	GO:0022610	biological adhesion
BP	GO:0022611	dormancy process
BP	GO:0022612	gland morphogenesis
BP	GO:0022613	ribonucleoprotein complex biogenesis
BP	GO:0022616	DNA strand elongation
BP	GO:0022617	extracellular matrix disassembly
BP	GO:0022618	ribonucleoprotein complex assembly
BP	GO:0022622	root system development
BP	GO:0022898	regulation of transmembrane transporter activity
BP	GO:0022900	electron transport chain
BP	GO:0022904	respiratory electron transport chain
BP	GO:0023014	signal transduction by protein phosphorylation
BP	GO:0023051	regulation of signaling
BP	GO:0023052	signaling
BP	GO:0023056	positive regulation of signaling
BP	GO:0023057	negative regulation of signaling
BP	GO:0023058	adaptation of signaling pathway
BP	GO:0023061	signal release
BP	GO:0030001	metal ion transport
BP	GO:0030002	cellular anion homeostasis
BP	GO:0030003	cellular cation homeostasis
BP	GO:0030004	cellular monovalent inorganic cation homeostasis
BP	GO:0030007	cellular potassium ion homeostasis
BP	GO:0030010	establishment of cell polarity
BP	GO:0030026	cellular manganese ion homeostasis
BP	GO:0030029	actin filament-based process
BP	GO:0030030	cell projection organization
BP	GO:0030031	cell projection assembly
BP	GO:0030036	actin cytoskeleton organization
BP	GO:0030041	actin filament polymerization
BP	GO:0030042	actin filament depolymerization
BP	GO:0030071	regulation of mitotic metaphase/anaphase transition
BP	GO:0030072	peptide hormone secretion
BP	GO:0030073	insulin secretion
BP	GO:0030091	protein repair
BP	GO:0030097	hemopoiesis
BP	GO:0030099	myeloid cell differentiation
BP	GO:0030100	regulation of endocytosis
BP	GO:0030101	natural killer cell activation
BP	GO:0030104	water homeostasis
BP	GO:0030111	regulation of Wnt signaling pathway
BP	GO:0030148	sphingolipid biosynthetic process
BP	GO:0030149	sphingolipid catabolic process
BP	GO:0030150	protein import into mitochondrial matrix
BP	GO:0030152	bacteriocin biosynthetic process
BP	GO:0030153	bacteriocin immunity
BP	GO:0030154	cell differentiation
BP	GO:0030155	regulation of cell adhesion
BP	GO:0030157	pancreatic juice secretion
BP	GO:0030162	regulation of proteolysis
BP	GO:0030163	protein catabolic process
BP	GO:0030164	protein denaturation
BP	GO:0030166	proteoglycan biosynthetic process
BP	GO:0030167	proteoglycan catabolic process
BP	GO:0030168	platelet activation
BP	GO:0030174	regulation of DNA-dependent DNA replication initiation
BP	GO:0030177	positive regulation of Wnt signaling pathway
BP	GO:0030178	negative regulation of Wnt signaling pathway
BP	GO:0030182	neuron differentiation
BP	GO:0030186	melatonin metabolic process
BP	GO:0030187	melatonin biosynthetic process
BP	GO:0030193	regulation of blood coagulation
BP	GO:0030194	positive regulation of blood coagulation
BP	GO:0030195	negative regulation of blood coagulation
BP	GO:0030198	extracellular matrix organization
BP	GO:0030199	collagen fibril organization
BP	GO:0030200	heparan sulfate proteoglycan catabolic process
BP	GO:0030201	heparan sulfate proteoglycan metabolic process
BP	GO:0030202	heparin metabolic process
BP	GO:0030203	glycosaminoglycan metabolic process
BP	GO:0030204	chondroitin sulfate metabolic process
BP	GO:0030205	dermatan sulfate metabolic process
BP	GO:0030206	chondroitin sulfate biosynthetic process
BP	GO:0030207	chondroitin sulfate catabolic process
BP	GO:0030209	dermatan sulfate catabolic process
BP	GO:0030211	heparin catabolic process
BP	GO:0030212	hyaluronan metabolic process
BP	GO:0030213	hyaluronan biosynthetic process
BP	GO:0030216	keratinocyte differentiation
BP	GO:0030218	erythrocyte differentiation
BP	GO:0030224	monocyte differentiation
BP	GO:0030239	myofibril assembly
BP	GO:0030243	cellulose metabolic process
BP	GO:0030244	cellulose biosynthetic process
BP	GO:0030245	cellulose catabolic process
BP	GO:0030253	protein secretion by the type I secretion system
